EmailID,RecipientEmail,CampaignID,SendTime,OpenTime,ClickTime,Conversion,Unsubscribe
EMAIL1962,user107@outlook.com,CAMP103,2024-01-15 06:52:31,,,Yes,Yes
EMAIL1219,user107@yahoo.com,CAMP101,2024-01-12 18:50:16,,,No,No
EMAIL1905,user107@yahoo.com,CAMP102,2024-01-10 20:08:40,2024-01-10 20:08:40,,No,No
EMAIL1989,user108@company.com,CAMP102,2024-01-15 08:21:46,,,Yes,Yes
EMAIL1133,user108@outlook.com,CAMP101,2024-01-04 04:20:25,,,No,No
EMAIL1228,user108@outlook.com,CAMP101,2024-01-14 16:46:13,,,Yes,Yes
EMAIL1656,user108@outlook.com,CAMP102,2024-01-03 03:50:45,,,Yes,No
EMAIL1881,user108@yahoo.com,CAMP101,2024-01-29 03:35:53,,,Yes,No
EMAIL1732,user108@yahoo.com,CAMP102,2024-01-25 17:16:06,2024-01-25 17:16:06,,Yes,No
EMAIL1520,user109@company.com,CAMP101,2024-01-18 10:00:05,2024-01-18 10:00:05,2024-01-18 10:00:05,Yes,No
EMAIL1173,user109@company.com,CAMP101,2024-01-25 05:05:47,,,Yes,Yes
EMAIL1764,user109@company.com,CAMP102,2024-01-11 05:01:31,,,No,Yes
EMAIL1690,user109@gmail.com,CAMP101,2024-01-06 16:06:36,,,Yes,No
EMAIL1474,user109@gmail.com,CAMP103,2024-01-14 19:14:39,,,Yes,No
EMAIL1927,user109@outlook.com,CAMP101,2024-01-24 07:40:51,,,No,Yes
EMAIL1819,user10@gmail.com,CAMP101,2024-01-04 11:30:28,2024-01-04 11:30:28,2024-01-04 11:30:28,Yes,No
EMAIL1489,user10@gmail.com,CAMP101,2024-01-20 05:49:28,,,Yes,No
EMAIL1096,user10@gmail.com,CAMP103,2024-01-04 00:33:04,,,No,No
EMAIL1976,user10@outlook.com,CAMP101,2024-01-12 16:54:37,2024-01-12 16:54:37,,,No
EMAIL1576,user10@outlook.com,CAMP102,2024-01-26 09:03:55,,,,Yes
EMAIL1536,user10@outlook.com,CAMP103,2024-01-30 19:27:45,,,Yes,Yes
EMAIL1313,user10@yahoo.com,CAMP101,2024-01-29 14:18:24,,,Yes,Yes
EMAIL1663,user10@yahoo.com,CAMP102,2024-01-20 12:17:15,,,Yes,No
EMAIL1439,user110@company.com,CAMP102,2024-01-27 08:41:24,2024-01-27 08:41:24,2024-01-27 08:41:24,Yes,No
EMAIL1063,user110@gmail.com,CAMP102,2024-01-21 19:44:53,,,Yes,Yes
EMAIL1151,user110@outlook.com,CAMP102,2024-01-16 15:06:38,,,Yes,No
EMAIL1956,user110@yahoo.com,CAMP103,2024-01-18 12:08:17,,,No,Yes
EMAIL1627,user112@company.com,CAMP101,2024-01-05 14:56:50,,,Yes,No
EMAIL1704,user112@outlook.com,CAMP102,2024-01-06 11:06:52,,,Yes,No
EMAIL1113,user112@outlook.com,CAMP102,2024-01-21 12:59:46,2024-01-21 12:59:46,2024-01-21 12:59:46,Yes,Yes
EMAIL1549,user112@yahoo.com,CAMP101,2024-01-21 20:21:44,2024-01-21 20:21:44,2024-01-21 20:21:44,,No
EMAIL1675,user113@gmail.com,CAMP102,2024-01-21 10:48:43,,,No,Yes
EMAIL1285,user113@outlook.com,CAMP102,2024-01-23 19:44:20,,,No,Yes
EMAIL1319,user114@company.com,CAMP102,2024-01-23 07:45:21,,,No,No
EMAIL1075,user114@outlook.com,CAMP102,2024-01-19 18:03:33,2024-01-19 18:03:33,2024-01-19 18:03:33,,Yes
EMAIL1171,user114@yahoo.com,CAMP101,2024-01-10 11:30:31,,,Yes,No
EMAIL1208,user115@company.com,CAMP102,2024-01-06 19:28:49,,,No,No
EMAIL1355,user115@company.com,CAMP103,2024-01-17 01:34:15,,,Yes,Yes
EMAIL1277,user115@gmail.com,CAMP101,2024-01-10 19:17:16,2024-01-10 19:17:16,2024-01-10 19:17:16,,No
EMAIL1551,user115@gmail.com,CAMP102,2024-01-17 23:22:25,,,,No
EMAIL1540,user115@gmail.com,CAMP103,2024-01-22 20:19:18,2024-01-22 20:19:18,2024-01-22 20:19:18,Yes,No
EMAIL1825,user115@outlook.com,CAMP103,2024-01-08 22:49:18,,,,Yes
EMAIL1955,user115@yahoo.com,CAMP102,2024-01-01 09:30:30,,,Yes,Yes
EMAIL1718,user116@gmail.com,CAMP103,2024-01-19 04:54:26,,,Yes,Yes
EMAIL1968,user117@company.com,CAMP102,2024-01-06 13:04:40,,,,No
EMAIL1713,user117@yahoo.com,CAMP103,2024-01-02 02:36:14,,,Yes,No
EMAIL1920,user118@company.com,CAMP101,2024-01-13 10:00:00,,,Yes,No
EMAIL1797,user118@company.com,CAMP101,2024-01-27 06:01:07,,,No,Yes
EMAIL1111,user118@company.com,CAMP103,2024-01-01 00:52:03,,,,Yes
EMAIL1136,user118@yahoo.com,CAMP101,2024-01-01 12:37:29,2024-01-01 12:37:29,,No,Yes
EMAIL1109,user119@gmail.com,CAMP101,2024-01-20 07:18:29,,,,No
EMAIL1971,user119@outlook.com,CAMP103,2024-01-19 18:54:06,,,Yes,Yes
EMAIL1469,user119@yahoo.com,CAMP103,2024-01-29 19:53:04,,,No,No
EMAIL1838,user11@company.com,CAMP101,2024-01-28 23:02:26,,,,Yes
EMAIL1243,user11@yahoo.com,CAMP101,2024-01-30 18:39:05,,,Yes,Yes
EMAIL1600,user11@yahoo.com,CAMP103,2024-01-13 10:00:00,,,No,No
EMAIL1697,user120@outlook.com,CAMP101,2024-01-16 10:27:54,,,Yes,Yes
EMAIL1257,user120@yahoo.com,CAMP101,2024-01-12 23:18:18,,,,Yes
EMAIL1648,user120@yahoo.com,CAMP102,2024-01-01 09:27:21,,,,No
EMAIL1847,user120@yahoo.com,CAMP102,2024-01-06 03:38:08,,,No,No
EMAIL1621,user121@gmail.com,CAMP101,2024-01-04 16:53:30,,,No,Yes
EMAIL1403,user121@gmail.com,CAMP102,2024-01-13 21:08:23,,,Yes,Yes
EMAIL1424,user121@yahoo.com,CAMP102,2024-01-06 12:25:38,,,No,Yes
EMAIL1665,user121@yahoo.com,CAMP102,2024-01-26 08:09:13,,,Yes,No
EMAIL1433,user122@company.com,CAMP103,2024-01-03 19:16:22,,,No,No
EMAIL1950,user122@gmail.com,CAMP102,2024-01-19 03:42:27,2024-01-19 03:42:27,,No,No
EMAIL1317,user122@outlook.com,CAMP101,2024-01-29 21:04:33,,,No,Yes
EMAIL1651,user122@outlook.com,CAMP103,2024-01-24 08:04:01,,,Yes,Yes
EMAIL1163,user122@outlook.com,CAMP103,2024-01-30 19:09:25,,,No,No
EMAIL1282,user122@yahoo.com,CAMP102,2024-01-29 00:45:48,,,Yes,Yes
EMAIL1867,user123@company.com,CAMP102,2024-01-26 15:10:39,,,Yes,Yes
EMAIL1256,user123@yahoo.com,CAMP102,2024-01-15 02:43:38,2024-01-15 02:43:38,,No,No
EMAIL1538,user123@yahoo.com,CAMP103,2024-01-03 20:10:26,2024-01-03 20:10:26,2024-01-03 20:10:26,Yes,Yes
EMAIL1742,user124@company.com,CAMP101,2024-01-26 19:21:48,,,Yes,No
EMAIL1741,user124@company.com,CAMP103,2024-01-29 03:28:02,,,Yes,Yes
EMAIL1811,user124@outlook.com,CAMP101,2024-01-19 09:44:23,,,No,Yes
EMAIL1376,user124@outlook.com,CAMP103,2024-01-22 20:43:04,,,,No
EMAIL1841,user124@yahoo.com,CAMP102,2024-01-30 00:10:05,2024-01-30 00:10:05,,Yes,Yes
EMAIL1878,user124@yahoo.com,CAMP103,2024-01-17 13:25:41,2024-01-17 13:25:41,,,No
EMAIL1975,user124@yahoo.com,CAMP103,2024-01-21 15:02:16,,,No,No
EMAIL1031,user125@company.com,CAMP103,2024-01-09 22:02:41,,,,No
EMAIL1670,user125@gmail.com,CAMP101,2024-01-29 20:06:38,,,Yes,No
EMAIL1477,user126@company.com,CAMP101,2024-01-06 00:22:50,,,Yes,No
EMAIL1705,user126@company.com,CAMP103,2024-01-19 01:37:36,2024-01-19 01:37:36,,,Yes
EMAIL1636,user126@gmail.com,CAMP102,2024-01-10 07:37:25,,,Yes,Yes
EMAIL1623,user126@outlook.com,CAMP103,2024-01-17 01:52:05,,,Yes,No
EMAIL1182,user126@yahoo.com,CAMP101,2024-01-07 00:28:26,2024-01-07 00:28:26,2024-01-07 00:28:26,Yes,Yes
EMAIL1821,user126@yahoo.com,CAMP101,2024-01-20 01:13:00,,,,Yes
EMAIL1897,user126@yahoo.com,CAMP103,2024-01-04 06:02:22,,,No,Yes
EMAIL1557,user127@company.com,CAMP101,2024-01-04 12:53:21,,,,Yes
EMAIL1913,user127@gmail.com,CAMP101,2024-01-13 10:00:00,2024-01-13 10:00:00,,Yes,No
EMAIL1150,user127@gmail.com,CAMP103,2024-01-18 07:29:33,2024-01-18 07:29:33,,No,No
EMAIL1803,user127@outlook.com,CAMP101,2024-01-21 23:59:46,,,Yes,Yes
EMAIL1839,user127@outlook.com,CAMP101,2024-01-22 10:31:01,2024-01-22 10:31:01,2024-01-22 10:31:01,No,Yes
EMAIL1649,user127@outlook.com,CAMP102,2024-01-09 09:32:13,2024-01-09 09:32:13,,Yes,No
EMAIL1321,user127@outlook.com,CAMP102,2024-01-16 22:43:45,2024-01-16 22:43:45,2024-01-16 22:43:45,No,No
EMAIL1387,user127@yahoo.com,CAMP101,2024-01-14 08:46:41,,,Yes,Yes
EMAIL1380,user127@yahoo.com,CAMP101,2024-01-27 17:14:04,,,No,No
EMAIL1518,user127@yahoo.com,CAMP101,2024-01-29 13:59:19,,,Yes,Yes
EMAIL1143,user127@yahoo.com,CAMP103,2024-01-09 21:06:50,,,Yes,Yes
EMAIL1438,user128@outlook.com,CAMP101,2024-01-11 08:37:21,,,Yes,Yes
EMAIL1633,user128@outlook.com,CAMP101,2024-01-17 04:05:07,2024-01-17 04:05:07,,No,Yes
EMAIL1708,user128@yahoo.com,CAMP101,2024-01-11 12:35:15,2024-01-11 12:35:15,,Yes,Yes
EMAIL1620,user128@yahoo.com,CAMP101,2024-01-11 18:50:48,2024-01-11 18:50:48,2024-01-11 18:50:48,No,No
EMAIL1342,user128@yahoo.com,CAMP103,2024-01-21 23:48:56,2024-01-21 23:48:56,,Yes,Yes
EMAIL1565,user129@company.com,CAMP101,2024-01-13 10:00:00,,,Yes,No
EMAIL1870,user129@company.com,CAMP102,2024-01-22 10:34:17,,,No,No
EMAIL1336,user129@company.com,CAMP103,2024-01-24 03:14:03,2024-01-24 03:14:03,,Yes,No
EMAIL1979,user129@gmail.com,CAMP103,2024-01-13 10:00:00,,,Yes,Yes
EMAIL1593,user129@yahoo.com,CAMP103,2024-01-20 05:14:18,,,No,Yes
EMAIL1141,user129@yahoo.com,CAMP103,2024-01-21 21:01:56,,,Yes,No
EMAIL1283,user12@gmail.com,CAMP103,2024-01-13 07:19:33,,,Yes,Yes
EMAIL1308,user12@outlook.com,CAMP101,2024-01-26 03:10:01,,,No,Yes
EMAIL1748,user12@outlook.com,CAMP103,2024-01-23 10:37:47,,,Yes,Yes
EMAIL1996,user12@outlook.com,CAMP103,2024-01-29 18:16:22,,,,Yes
EMAIL1792,user130@company.com,CAMP102,2024-01-27 08:16:42,2024-01-27 08:16:42,2024-01-27 08:16:42,No,Yes
EMAIL1397,user130@company.com,CAMP103,2024-01-04 20:08:43,,,Yes,No
EMAIL1743,user130@company.com,CAMP103,2024-01-29 23:42:16,2024-01-29 23:42:16,,No,Yes
EMAIL1944,user130@company.com,CAMP103,2024-01-30 11:49:15,2024-01-30 11:49:15,,,Yes
EMAIL1527,user130@gmail.com,CAMP103,2024-01-13 10:00:00,,,Yes,No
EMAIL1939,user130@yahoo.com,CAMP101,2024-01-26 01:20:22,,,,No
EMAIL1244,user131@company.com,CAMP101,2024-01-09 05:12:20,,,No,No
EMAIL1999,user131@outlook.com,CAMP102,2024-01-17 13:04:37,,,,No
EMAIL1603,user131@yahoo.com,CAMP102,2024-01-08 18:01:26,,,,Yes
EMAIL1588,user131@yahoo.com,CAMP102,2024-01-24 03:36:13,,,,No
EMAIL1306,user131@yahoo.com,CAMP102,2024-01-25 23:54:45,2024-01-25 23:54:45,,,No
EMAIL1578,user132@company.com,CAMP101,2024-01-10 15:47:25,,,Yes,Yes
EMAIL1101,user132@gmail.com,CAMP101,2024-01-12 18:10:20,,,Yes,Yes
EMAIL1848,user132@gmail.com,CAMP101,2024-01-13 10:00:00,2024-01-13 10:00:00,2024-01-13 10:00:00,No,Yes
EMAIL1907,user132@gmail.com,CAMP102,2024-01-26 08:15:06,,,Yes,Yes
EMAIL1581,user132@gmail.com,CAMP103,2024-01-12 09:31:54,,,No,Yes
EMAIL1969,user132@outlook.com,CAMP101,2024-01-04 20:12:07,,,,Yes
EMAIL1406,user132@outlook.com,CAMP101,2024-01-19 14:38:13,2024-01-19 14:38:13,2024-01-19 14:38:13,No,No
EMAIL1180,user132@outlook.com,CAMP101,2024-01-29 16:17:17,,,,No
EMAIL1456,user132@yahoo.com,CAMP101,2024-01-19 08:36:26,,,No,Yes
EMAIL1800,user133@company.com,CAMP101,2024-01-07 12:15:41,,,,No
EMAIL1019,user133@company.com,CAMP103,2024-01-06 05:21:05,,,Yes,No
EMAIL1779,user133@company.com,CAMP103,2024-01-07 19:47:18,,,No,Yes
EMAIL1710,user133@gmail.com,CAMP101,2024-01-17 08:09:16,2024-01-17 08:09:16,,Yes,No
EMAIL1582,user133@gmail.com,CAMP102,2024-01-27 03:07:31,,,Yes,No
EMAIL1872,user133@outlook.com,CAMP102,2024-01-18 19:29:12,,,No,Yes
EMAIL1288,user133@yahoo.com,CAMP101,2024-01-27 12:58:24,2024-01-27 12:58:24,,Yes,Yes
EMAIL1931,user133@yahoo.com,CAMP103,2024-01-25 05:33:54,,,,No
EMAIL1967,user134@company.com,CAMP101,2024-01-14 21:13:55,,,Yes,Yes
EMAIL1185,user134@company.com,CAMP101,2024-01-16 20:35:45,,,No,Yes
EMAIL1685,user134@company.com,CAMP101,2024-01-19 08:39:53,,,Yes,Yes
EMAIL1068,user134@gmail.com,CAMP101,2024-01-05 08:43:26,,,Yes,Yes
EMAIL1069,user134@outlook.com,CAMP103,2024-01-16 11:43:45,2024-01-16 11:43:45,2024-01-16 11:43:45,No,Yes
EMAIL1142,user134@outlook.com,CAMP103,2024-01-25 19:44:09,,,Yes,No
EMAIL1095,user135@company.com,CAMP103,2024-01-07 23:39:39,,,No,Yes
EMAIL1625,user135@company.com,CAMP103,2024-01-14 12:27:59,,,Yes,Yes
EMAIL1828,user135@outlook.com,CAMP103,2024-01-26 01:39:02,,,Yes,No
EMAIL1809,user135@yahoo.com,CAMP103,2024-01-22 12:28:02,,,No,Yes
EMAIL1978,user136@gmail.com,CAMP101,2024-01-11 02:37:48,,,No,Yes
EMAIL1328,user136@gmail.com,CAMP102,2024-01-05 21:36:16,,,,No
EMAIL1590,user136@gmail.com,CAMP102,2024-01-13 10:00:00,2024-01-13 10:00:00,,,No
EMAIL1411,user136@outlook.com,CAMP101,2024-01-04 11:53:41,2024-01-04 11:53:41,,No,No
EMAIL1429,user136@yahoo.com,CAMP102,2024-01-03 13:34:40,,,,No
EMAIL1088,user136@yahoo.com,CAMP103,2024-01-08 00:55:10,,,No,No
EMAIL1131,user136@yahoo.com,CAMP103,2024-01-21 17:46:31,2024-01-21 17:46:31,2024-01-21 17:46:31,,No
EMAIL1917,user137@gmail.com,CAMP101,2024-01-28 02:03:03,,,,Yes
EMAIL1330,user137@outlook.com,CAMP101,2024-01-04 15:35:50,,,,No
EMAIL1680,user138@company.com,CAMP103,2024-01-18 13:16:38,,,No,Yes
EMAIL1744,user138@gmail.com,CAMP101,2024-01-28 04:11:13,,,Yes,No
EMAIL1786,user138@outlook.com,CAMP101,2024-01-25 13:29:37,,,No,No
EMAIL1991,user138@yahoo.com,CAMP102,2024-01-16 13:50:37,,,,No
EMAIL1097,user139@company.com,CAMP101,2024-01-14 23:29:46,,,Yes,Yes
EMAIL1022,user139@company.com,CAMP102,2024-01-12 23:54:33,,,No,No
EMAIL1606,user139@company.com,CAMP102,2024-01-28 14:02:04,,,Yes,No
EMAIL1481,user139@outlook.com,CAMP101,2024-01-10 17:25:39,,,,No
EMAIL1831,user139@yahoo.com,CAMP102,2024-01-04 20:02:43,,,,Yes
EMAIL1887,user13@gmail.com,CAMP101,2024-01-18 15:34:36,2024-01-18 15:34:36,,Yes,No
EMAIL1339,user13@gmail.com,CAMP101,2024-01-22 18:46:41,,,No,No
EMAIL1810,user13@gmail.com,CAMP102,2024-01-11 12:12:15,2024-01-11 12:12:15,2024-01-11 12:12:15,No,No
EMAIL1861,user13@gmail.com,CAMP103,2024-01-27 02:20:35,,,Yes,No
EMAIL1125,user13@yahoo.com,CAMP103,2024-01-14 22:35:21,2024-01-14 22:35:21,,Yes,No
EMAIL1202,user140@company.com,CAMP101,2024-01-18 08:42:50,,,Yes,Yes
EMAIL1842,user140@company.com,CAMP101,2024-01-24 19:18:12,,,Yes,No
EMAIL1271,user140@gmail.com,CAMP101,2024-01-15 19:31:19,,,Yes,Yes
EMAIL1398,user140@gmail.com,CAMP103,2024-01-26 16:28:35,,,Yes,Yes
EMAIL1791,user140@outlook.com,CAMP101,2024-01-14 19:14:29,,,Yes,No
EMAIL1888,user140@yahoo.com,CAMP103,2024-01-02 00:08:33,,,Yes,Yes
EMAIL1039,user141@gmail.com,CAMP101,2024-01-01 14:55:18,2024-01-01 14:55:18,2024-01-01 14:55:18,,No
EMAIL1533,user141@gmail.com,CAMP101,2024-01-15 18:33:01,2024-01-15 18:33:01,,,No
EMAIL1035,user141@outlook.com,CAMP101,2024-01-03 19:07:35,2024-01-03 19:07:35,,,No
EMAIL1849,user141@outlook.com,CAMP102,2024-01-08 01:02:52,,,Yes,No
EMAIL1139,user141@outlook.com,CAMP103,2024-01-27 18:11:01,,,No,Yes
EMAIL1206,user141@yahoo.com,CAMP103,2024-01-23 04:01:36,,,Yes,No
EMAIL1572,user142@company.com,CAMP101,2024-01-10 22:57:37,,,,No
EMAIL1836,user142@company.com,CAMP102,2024-01-20 00:19:41,,,,No
EMAIL1747,user142@gmail.com,CAMP103,2024-01-30 01:29:49,,,No,No
EMAIL1478,user142@outlook.com,CAMP101,2024-01-21 20:34:36,,,Yes,Yes
EMAIL1472,user142@yahoo.com,CAMP102,2024-01-01 23:54:19,,,Yes,Yes
EMAIL1829,user142@yahoo.com,CAMP102,2024-01-07 12:53:19,,,Yes,Yes
EMAIL1374,user143@gmail.com,CAMP102,2024-01-12 15:18:37,,,Yes,No
EMAIL1040,user143@outlook.com,CAMP101,2024-01-23 19:11:43,,,,No
EMAIL1817,user143@outlook.com,CAMP103,2024-01-26 13:07:09,,,No,No
EMAIL1292,user144@company.com,CAMP102,2024-01-03 08:51:28,,,,No
EMAIL1145,user144@company.com,CAMP102,2024-01-08 06:39:09,,,Yes,Yes
EMAIL1840,user144@company.com,CAMP102,2024-01-13 18:05:00,,,Yes,No
EMAIL1509,user144@company.com,CAMP103,2024-01-26 01:27:58,2024-01-26 01:27:58,,No,No
EMAIL1448,user144@outlook.com,CAMP102,2024-01-12 11:46:10,2024-01-12 11:46:10,,No,No
EMAIL1668,user144@outlook.com,CAMP103,2024-01-30 21:28:58,2024-01-30 21:28:58,2024-01-30 21:28:58,No,Yes
EMAIL1959,user144@yahoo.com,CAMP103,2024-01-28 13:13:52,2024-01-28 13:13:52,,Yes,Yes
EMAIL1327,user145@gmail.com,CAMP103,2024-01-03 06:07:37,,,,No
EMAIL1569,user145@outlook.com,CAMP101,2024-01-30 12:17:32,,,,No
EMAIL1915,user145@outlook.com,CAMP103,2024-01-29 05:03:53,2024-01-29 05:03:53,2024-01-29 05:03:53,No,Yes
EMAIL1508,user146@gmail.com,CAMP102,2024-01-08 08:42:49,,,,Yes
EMAIL1222,user146@gmail.com,CAMP103,2024-01-03 21:18:47,,,Yes,Yes
EMAIL1400,user146@outlook.com,CAMP102,2024-01-10 14:08:23,,,,Yes
EMAIL1577,user146@outlook.com,CAMP102,2024-01-15 23:42:57,,,No,Yes
EMAIL1674,user146@outlook.com,CAMP103,2024-01-18 13:08:55,,,Yes,No
EMAIL1453,user146@yahoo.com,CAMP103,2024-01-10 23:38:06,2024-01-10 23:38:06,,Yes,No
EMAIL1756,user147@company.com,CAMP101,2024-01-16 11:45:25,,,No,Yes
EMAIL1935,user147@company.com,CAMP102,2024-01-24 22:11:37,,,,No
EMAIL1688,user147@gmail.com,CAMP101,2024-01-13 14:21:02,,,No,Yes
EMAIL1117,user148@company.com,CAMP102,2024-01-09 20:13:15,,,,Yes
EMAIL1910,user148@company.com,CAMP103,2024-01-16 00:17:17,,,No,Yes
EMAIL1365,user148@company.com,CAMP103,2024-01-28 06:34:30,2024-01-28 06:34:30,2024-01-28 06:34:30,No,Yes
EMAIL1382,user148@outlook.com,CAMP101,2024-01-11 10:30:52,,,Yes,Yes
EMAIL1369,user148@outlook.com,CAMP102,2024-01-12 02:33:13,,,,Yes
EMAIL1717,user148@yahoo.com,CAMP101,2024-01-04 01:58:36,,,,Yes
EMAIL1470,user148@yahoo.com,CAMP101,2024-01-24 04:53:41,,,Yes,Yes
EMAIL1994,user148@yahoo.com,CAMP101,2024-01-26 22:32:59,2024-01-26 22:32:59,2024-01-26 22:32:59,,No
EMAIL1516,user149@gmail.com,CAMP102,2024-01-17 18:12:32,,,,No
EMAIL1279,user149@outlook.com,CAMP101,2024-01-24 22:12:12,2024-01-24 22:12:12,,Yes,Yes
EMAIL1879,user149@outlook.com,CAMP103,2024-01-16 02:20:27,,,,No
EMAIL1504,user149@outlook.com,CAMP103,2024-01-22 00:33:26,,,No,Yes
EMAIL1986,user149@yahoo.com,CAMP103,2024-01-09 06:13:15,,,Yes,No
EMAIL1383,user14@outlook.com,CAMP101,2024-01-28 05:58:33,,,Yes,Yes
EMAIL1719,user14@yahoo.com,CAMP103,2024-01-05 15:38:09,,,No,Yes
EMAIL1701,user14@yahoo.com,CAMP103,2024-01-05 19:01:26,2024-01-05 19:01:26,,No,Yes
EMAIL1806,user14@yahoo.com,CAMP103,2024-01-07 13:34:42,,,Yes,No
EMAIL1402,user150@company.com,CAMP103,2024-01-20 02:20:57,,,No,Yes
EMAIL1546,user150@gmail.com,CAMP101,2024-01-16 00:34:01,,,Yes,Yes
EMAIL1357,user150@gmail.com,CAMP102,2024-01-21 00:17:26,,,Yes,Yes
EMAIL1482,user150@outlook.com,CAMP103,2024-01-21 08:55:17,,,No,No
EMAIL1266,user151@outlook.com,CAMP102,2024-01-08 02:57:06,,,No,Yes
EMAIL1235,user151@outlook.com,CAMP103,2024-01-16 12:06:38,,,Yes,Yes
EMAIL1899,user152@company.com,CAMP101,2024-01-02 04:17:58,,,Yes,No
EMAIL1437,user152@company.com,CAMP102,2024-01-14 06:05:22,2024-01-14 06:05:22,,Yes,Yes
EMAIL1170,user152@company.com,CAMP102,2024-01-28 03:40:39,2024-01-28 03:40:39,2024-01-28 03:40:39,Yes,Yes
EMAIL1016,user152@outlook.com,CAMP101,2024-01-03 02:01:25,,,,No
EMAIL1535,user153@gmail.com,CAMP101,2024-01-13 12:31:30,2024-01-13 12:31:30,2024-01-13 12:31:30,Yes,Yes
EMAIL1351,user153@gmail.com,CAMP101,2024-01-24 02:04:13,,,Yes,No
EMAIL1087,user153@gmail.com,CAMP103,2024-01-08 09:01:55,,,No,No
EMAIL1260,user153@gmail.com,CAMP103,2024-01-19 06:32:21,2024-01-19 06:32:21,,No,Yes
EMAIL1057,user153@outlook.com,CAMP102,2024-01-03 09:09:10,2024-01-03 09:09:10,,No,No
EMAIL1483,user153@yahoo.com,CAMP101,2024-01-24 20:03:31,2024-01-24 20:03:31,2024-01-24 20:03:31,No,No
EMAIL1694,user154@company.com,CAMP103,2024-01-21 05:11:49,2024-01-21 05:11:49,2024-01-21 05:11:49,Yes,No
EMAIL1940,user154@gmail.com,CAMP101,2024-01-09 04:34:16,2024-01-09 04:34:16,2024-01-09 04:34:16,Yes,Yes
EMAIL1007,user154@outlook.com,CAMP102,2024-01-04 07:19:51,,,Yes,Yes
EMAIL1877,user155@company.com,CAMP103,2024-01-19 19:24:34,,,,No
EMAIL1280,user155@outlook.com,CAMP103,2024-01-29 17:57:32,2024-01-29 17:57:32,,Yes,Yes
